magitud,continent,location,tsunami,magType,% Terremotos con Alerta,Cantidad de terremotos,Year,alert
7,Africa,"Chipinge, Zimbabwe",0,mwb,0.1287001287001287,1,2006,green
6.8,Africa,"Dellys, Algeria",0,mwc,0.1287001287001287,1,2003,green
6.8,Africa,"Kalemie, Democratic Republic",0,mwc,0.1287001287001287,1,2005,green
6.7,Africa,Mauritius - Reunion region,0,mww,0.1287001287001287,1,2021,green
6.5,Africa,"Moijabana, Botswana",0,mww,0.1287001287001287,1,2017,green
6.6,Africa,northern Mid-Atlantic Ridge,1,mww,0.1287001287001287,1,2013,green
7,Asia,"Abepura, Indonesia",1,mww,0.1287001287001287,1,2013,green
7,Asia,"Abepura, Indonesia",1,mww,0.1287001287001287,1,2015,green
6.5,Asia,"Abhar, Iran",0,mwc,0.1287001287001287,1,2002,green
6.6,Asia,Afghanistan-Tajikistan-Pakistan region,0,mwb,0.1287001287001287,1,2004,green
14,Asia,"Aktash, Russia",0,mwb,0.2574002574002574,1,2003,green
7.3,Asia,"alabja, Iraq",0,mww,0.1287001287001287,1,2017,red
6.9,Asia,"Amahai, Indonesia",0,mww,0.1287001287001287,1,2015,green
6.7,Asia,"Ambon, Indonesia",0,mwb,0.1287001287001287,1,2004,green
6.7,Asia,"Ambon, Indonesia",0,mwb,0.1287001287001287,1,2006,green
6.5,Asia,"Ambon, Indonesia",0,mwc,0.1287001287001287,1,2001,green
7.9,Asia,"arai, Japan",0,mwc,0.1287001287001287,1,2011,green
6.5,Asia,"Ashksham, Afghanistan",0,mwb,0.1287001287001287,1,2005,green
6.6,Asia,"Ashksham, Afghanistan",0,mww,0.1287001287001287,1,2016,green
6.9,Asia,"Atlasovo, Russia",0,mwb,0.1287001287001287,1,2003,green
6.9,Asia,"Atlasovo, Russia",0,mwb,0.1287001287001287,1,2004,green
6.6,Asia,"Bam, Iran",0,mwc,0.1287001287001287,1,2003,green
6.7,Asia,"Bam, Iran",0,mwc,0.1287001287001287,1,2010,green
6.5,Asia,"Bamboo Flat, India",0,mwc,0.1287001287001287,1,2002,green
6.6,Asia,"Bamboo Flat, India",0,mwc,0.1287001287001287,1,2008,green
7.5,Asia,"Bamboo Flat, India",0,mwc,0.1287001287001287,1,2009,green
6.6,Asia,"Bamboo Flat, India",0,mwc,0.1287001287001287,1,2010,green
7.1,Asia,Banda Sea,0,mwb,0.1287001287001287,1,2005,green
7.1,Asia,Banda Sea,0,mww,0.1287001287001287,1,2012,green
6.8,Asia,Banda Sea,0,mww,0.1287001287001287,1,2020,green
7,Asia,"Banjar, Indonesia",0,mwc,0.1287001287001287,1,2009,green
7,Asia,"Bantay, Philippines",1,mww,0.1287001287001287,1,2022,yellow
7.6,Asia,"Bantogon, Philippines",0,mwc,0.1287001287001287,1,2010,green
6.6,Asia,"Batang, Indonesia",0,mww,0.1287001287001287,1,2020,green
7.7,Asia,"Bela, Pakistan",0,mww,0.1287001287001287,1,2013,red
6.6,Asia,"Belaya Gora, Russia",1,mww,0.1287001287001287,1,2013,green
6.9,Asia,"Bengkulu, Indonesia",0,mwb,0.1287001287001287,1,2001,green
7.4,Asia,"Bengkulu, Indonesia",0,mwc,0.1287001287001287,1,2001,green
6.8,Asia,"Bengkulu, Indonesia",0,mwc,0.1287001287001287,1,2007,green
6.8,Asia,"Bengkulu, Indonesia",0,mwc,0.1287001287001287,1,2010,green
8.4,Asia,"Bengkulu, Indonesia",0,mww,0.1287001287001287,1,2007,green
13.7,Asia,"Bengkulu, Indonesia",0,mww,0.2574002574002574,1,2020,green
6.9,Asia,"Bengkulu, Indonesia",0,mww,0.1287001287001287,1,2022,green
7.7,Asia,"Bhachu, India",0,mwc,0.1287001287001287,1,2001,green
7.8,Asia,"Bharatpur, Nepal",0,mww,0.1287001287001287,1,2015,red
6.6,Asia,"Bharatpur, Nepal",0,mww,0.1287001287001287,1,2015,yellow
13.6,Asia,"Biak, Indonesia",0,mwc,0.2574002574002574,1,2010,green
6.6,Asia,"Bima, Indonesia",0,mwc,0.1287001287001287,1,2009,green
7.1,Asia,"Bitung, Indonesia",1,mww,0.1287001287001287,1,2019,green
13,Asia,"Blenheim, New Zealand",2,mww,0.2574002574002574,1,2013,yellow
6.5,Asia,"Blenheim, New Zealand",1,mww,0.1287001287001287,1,2016,yellow
14.3,Asia,"Bonin Islands, Japan region",1,mww,0.2574002574002574,1,2015,green
6.9,Asia,"Burias, Philippines",1,mww,0.1287001287001287,1,2017,green
6.5,Asia,"Can-Avid, Philippines",0,mwb,0.1287001287001287,1,2003,green
6.8,Asia,"Chauk, Myanmar",0,mww,0.1287001287001287,1,2016,yellow
6.6,Asia,"Chitose, Japan",1,mww,0.1287001287001287,1,2018,orange
6.6,Asia,"Columbio, Philippines",1,mww,0.1287001287001287,1,2019,yellow
7.2,Asia,"Dalbandin, Pakistan",0,mww,0.1287001287001287,1,2011,green
6.7,Asia,"Doanyol, Turkey",0,mww,0.1287001287001287,1,2020,orange
13,Asia,"Dompu, Indonesia",0,mwc,0.2574002574002574,1,2007,green
7.3,Asia,Flores Sea,1,mww,0.1287001287001287,1,2021,green
7,Asia,"funato, Japan",0,mwb,0.1287001287001287,1,2003,green
7.3,Asia,"funato, Japan",0,mww,0.1287001287001287,1,2011,green
7.3,Asia,"funato, Japan",0,mww,0.1287001287001287,1,2012,green
6.8,Asia,"funato, Japan",1,mww,0.1287001287001287,1,2015,green
7.4,Asia,"Gorontalo, Indonesia",0,mww,0.1287001287001287,1,2008,green
9.1,Asia,"Great Tohoku Earthquake, Japan",0,mww,0.1287001287001287,1,2011,green
6.5,Asia,"Hanamaki, Japan",0,mwc,0.1287001287001287,1,2001,green
6.5,Asia,"Hasaki, Japan",0,mb,0.1287001287001287,1,2011,green
6.9,Asia,"Hasaki, Japan",0,mwc,0.1287001287001287,1,2008,green
7.1,Asia,"Hengchun, Taiwan",0,mwb,0.1287001287001287,1,2006,green
6.9,Asia,"Hengchun, Taiwan",0,mwc,0.1287001287001287,1,2006,green
7.5,Asia,"Hindu Kush region, Afghanistan",0,mww,0.1287001287001287,1,2015,orange
6.6,Asia,"Hirara, Japan",1,mww,0.1287001287001287,1,2021,green
7.2,Asia,"Hotan, China",0,mwc,0.1287001287001287,1,2008,green
6.9,Asia,"Hotan, China",0,mww,0.1287001287001287,1,2014,yellow
7.1,Asia,"Hualien City, Taiwan",0,mwc,0.1287001287001287,1,2002,green
6.7,Asia,"Hualien City, Taiwan",1,mww,0.1287001287001287,1,2022,green
6.7,Asia,"Hukay, Philippines",1,mww,0.1287001287001287,1,2021,green
6.7,Asia,"Imphl, India",0,mww,0.1287001287001287,1,2016,orange
6.6,Asia,"Ishikawa, Japan",0,mww,0.1287001287001287,1,2011,green
7,Asia,"Ishinomaki, Japan",0,mwb,0.1287001287001287,1,2003,green
13.7,Asia,"Ishinomaki, Japan",0,mwc,0.2574002574002574,1,2005,green
7.1,Asia,"Ishinomaki, Japan",0,mww,0.1287001287001287,1,2011,green
7,Asia,"Ishinomaki, Japan",1,mww,0.1287001287001287,1,2021,yellow
6.5,Asia,"Izu Islands, Japan region",0,mww,0.1287001287001287,1,2013,green
6.7,Asia,"Java, Indonesia",0,mww,0.1287001287001287,1,2013,green
6.7,Asia,"Jimalalud, Philippines",0,mww,0.1287001287001287,1,2012,green
6.7,Asia,"Jumla, Nepal",0,mwc,0.1287001287001287,1,2008,green
7.4,Asia,"Jurm, Afghanistan",0,mwc,0.1287001287001287,1,2002,green
6.6,Asia,"Jurm, Afghanistan",0,mwc,0.1287001287001287,1,2009,green
6.7,Asia,"Kabanjahe, Indonesia",0,mww,0.1287001287001287,1,2011,green
6.5,Asia,"Kairatu, Indonesia",1,mww,0.1287001287001287,1,2019,yellow
7.7,Asia,"Kamaishi, Japan",0,mwc,0.1287001287001287,1,2011,green
6.6,Asia,"Kangding, China",0,mww,0.1287001287001287,1,2022,orange
6.6,Asia,"Kashiwazaki, Japan",0,mwc,0.1287001287001287,1,2007,green
6.5,Asia,"Katabu, Indonesia",0,mwb,0.1287001287001287,1,2005,green
6.9,Asia,"Katabu, Indonesia",0,mww,0.1287001287001287,1,2020,green
7,Asia,"Katsuren-haebaru, Japan",0,mwc,0.1287001287001287,1,2010,green
6.6,Asia,"Katsuura, Japan",0,mwc,0.1287001287001287,1,2005,green
6.5,Asia,"Kawalu, Indonesia",0,mww,0.1287001287001287,1,2017,green
7.5,Asia,"Kendari, Indonesia",0,mwc,0.1287001287001287,1,2001,green
6.5,Asia,"Kepulauan Mentawai region, Indonesia",0,mwc,0.1287001287001287,1,2007,green
7.7,Asia,"Khsh, Iran",0,mww,0.1287001287001287,1,2013,yellow
6.8,Asia,"Khuzdar, Pakistan",0,mww,0.1287001287001287,1,2013,orange
6.5,Asia,"Kisante, Philippines",1,mww,0.1287001287001287,1,2019,green
6.7,Asia,"Kodri, Nepal",0,mww,0.1287001287001287,1,2015,yellow
7.7,Asia,"Komandorskiye Ostrova, Russia region",1,mww,0.1287001287001287,1,2017,green
6.6,Asia,"Kos, Greece",0,mww,0.1287001287001287,1,2017,yellow
6.9,Asia,"Kota Ternate, Indonesia",0,mww,0.1287001287001287,1,2019,green
7,Asia,"Kumamoto, Japan",1,mww,0.1287001287001287,1,2016,red
6.8,Asia,"Kure, Japan",0,mwc,0.1287001287001287,1,2001,green
8.3,Asia,Kuril Islands,0,mwc,0.1287001287001287,1,2006,green
7.2,Asia,"Kuril’sk, Russia",1,mww,0.1287001287001287,1,2013,green
7,Asia,"Kuril’sk, Russia",1,mww,0.1287001287001287,1,2020,yellow
13.2,Asia,"Kushiro, Japan",0,mwc,0.2574002574002574,1,2003,green
8.16,Asia,"Kushiro, Japan",0,mww,0.1287001287001287,1,2003,green
6.5,Asia,"Labuan Bajo, Indonesia",0,mww,0.1287001287001287,1,2018,green
6.9,Asia,"Labuan Lombok, Indonesia",0,mww,0.1287001287001287,1,2018,green
6.9,Asia,"Labuan Lombok, Indonesia",0,mww,0.1287001287001287,1,2018,orange
6.9,Asia,"Labuan, Indonesia",0,mww,0.1287001287001287,1,2019,green
6.6,Asia,"Labuan, Indonesia",0,mww,0.1287001287001287,1,2022,green
7.2,Asia,"Laiwui, Indonesia",1,mww,0.1287001287001287,1,2019,green
6.5,Asia,"Lim-oo, Philippines",1,mww,0.1287001287001287,1,2017,yellow
6.6,Asia,"Linqiong, China",0,mww,0.1287001287001287,1,2013,red
6.5,Asia,"Lospalos, Timor Leste",0,mww,0.1287001287001287,1,2013,green
6.7,Asia,"Lospalos, Timor Leste",0,mww,0.1287001287001287,1,2016,green
7.3,Asia,"Lospalos, Timor Leste",0,mww,0.1287001287001287,1,2021,green
6.5,Asia,"Lugu, Taiwan",1,mww,0.1287001287001287,1,2022,green
7.5,Asia,"Lukatan, Philippines",0,mwc,0.1287001287001287,1,2001,green
6.8,Asia,"Luwuk, Indonesia",1,mww,0.1287001287001287,1,2019,green
6.5,Asia,"Mabua, Philippines",1,mww,0.1287001287001287,1,2017,yellow
6.6,Asia,"Maebaru-ch, Japan",0,mwc,0.1287001287001287,1,2005,green
6.8,Asia,"Magsaysay, Philippines",1,mww,0.1287001287001287,1,2019,yellow
6.7,Asia,"Makurazaki, Japan",0,mww,0.1287001287001287,1,2015,green
6.9,Asia,"Mangan, India",0,mww,0.1287001287001287,1,2011,green
6.7,Asia,"Manokwari, Indonesia",0,ms,0.1287001287001287,1,2002,green
6.5,Asia,"Manokwari, Indonesia",0,mwc,0.1287001287001287,1,2001,green
7.6,Asia,"Manokwari, Indonesia",0,mwc,0.1287001287001287,1,2002,green
6.5,Asia,"Manokwari, Indonesia",0,mwc,0.1287001287001287,1,2004,green
15.100000000000001,Asia,"Manokwari, Indonesia",0,mwc,0.2574002574002574,1,2009,green
6.7,Asia,"Manokwari, Indonesia",0,mww,0.1287001287001287,1,2012,green
7.5,Asia,"Maubara, Timor Leste",0,mwc,0.1287001287001287,1,2004,green
6.5,Asia,"Maubara, Timor Leste",0,mww,0.1287001287001287,1,2015,green
7,Asia,"Maumere, Indonesia",0,mww,0.1287001287001287,1,2015,green
6.7,Asia,"Maumere, Indonesia",0,mww,0.1287001287001287,1,2017,green
6.9,Asia,"Mawlaik, Myanmar",0,mww,0.1287001287001287,1,2016,yellow
6.5,Asia,"Mawu, China",0,mww,0.1287001287001287,1,2017,yellow
7.2,Asia,"Meulaboh, Indonesia",0,mwc,0.1287001287001287,1,2010,green
6.9,Asia,Micronesia region,1,mww,0.1287001287001287,1,2014,green
6.8,Asia,"Mikuni, Japan",0,mwb,0.1287001287001287,1,2007,green
7.2,Asia,"Mil’kovo, Russia",1,mww,0.1287001287001287,1,2016,green
6.8,Asia,"Mindanao, Philippines",0,mwc,0.1287001287001287,1,2001,green
7.5,Asia,"Mindanao, Philippines",0,mwc,0.1287001287001287,1,2002,green
6.7,Asia,"Miyako, Japan",0,mwc,0.1287001287001287,1,2011,green
6.7,Asia,"Miyako, Japan",0,mww,0.1287001287001287,1,2011,green
6.7,Asia,"Miyako, Japan",1,mww,0.1287001287001287,1,2015,green
6.9,Asia,"Mizusawa, Japan",0,mwc,0.1287001287001287,1,2008,green
6.6,Asia,Molucca Sea,1,mww,0.1287001287001287,1,2019,green
6.8,Asia,"Morioka, Japan",0,mwc,0.1287001287001287,1,2008,green
7.2,Asia,"Murghob, Tajikistan",0,mww,0.1287001287001287,1,2015,green
6.6,Asia,"Murghob, Tajikistan",0,mww,0.1287001287001287,1,2016,green
7.6,Asia,"Muzaffarbd, Pakistan",0,mwc,0.1287001287001287,1,2005,green
20.8,Asia,"Nabire, Indonesia",0,mwc,0.3861003861003861,1,2004,green
6.5,Asia,"Nago, Japan",1,mww,0.1287001287001287,1,2014,green
6.7,Asia,"Naisano Dua, Indonesia",0,mwb,0.1287001287001287,1,2004,green
7,Asia,"Namie, Japan",0,mwc,0.1287001287001287,1,2008,green
6.5,Asia,"Namie, Japan",0,mwc,0.1287001287001287,1,2010,green
6.9,Asia,"Namie, Japan",0,mww,0.1287001287001287,1,2008,green
6.5,Asia,"Namie, Japan",1,mww,0.1287001287001287,1,2014,green
6.9,Asia,"Namie, Japan",1,mww,0.1287001287001287,1,2016,green
7.1,Asia,"Namie, Japan",1,mww,0.1287001287001287,1,2021,orange
7.3,Asia,"Namie, Japan",1,mww,0.1287001287001287,1,2022,red
6.7,Asia,"Nanao, Japan",0,mwc,0.1287001287001287,1,2007,green
6.8,Asia,"Naze, Japan",0,mwc,0.1287001287001287,1,2009,green
6.6,Asia,"Naze, Japan",1,mww,0.1287001287001287,1,2020,green
13.8,Asia,"Nemuro, Japan",0,mwb,0.2574002574002574,1,2004,green
7.3,Asia,Nepal,0,mww,0.1287001287001287,1,2015,orange
6.7,Asia,"Nookat, Kyrgyzstan",0,mwc,0.1287001287001287,1,2008,green
6.6,Asia,"northern Qinghai, China",0,mww,0.1287001287001287,1,2022,orange
6.8,Asia,"Obihiro, Japan",0,mwc,0.1287001287001287,1,2008,green
6.9,Asia,"Obihiro, Japan",0,mww,0.1287001287001287,1,2013,yellow
7.1,Asia,"off the east coast of Honshu, Japan",1,mww,0.1287001287001287,1,2013,green
8.6,Asia,off the west coast of northern Sumatra,0,mw,0.1287001287001287,1,2012,yellow
8.2,Asia,off the west coast of northern Sumatra,0,mwc,0.1287001287001287,1,2012,green
7.2,Asia,off the west coast of northern Sumatra,0,mww,0.1287001287001287,1,2012,green
6.6,Asia,"Ojiya, Japan",0,mwc,0.1287001287001287,1,2004,green
6.7,Asia,Okhotsk,1,mwb,0.1287001287001287,1,2013,green
15,Asia,Okhotsk,1,mww,0.2574002574002574,1,2013,green
6.5,Asia,"Ozernovskiy, Russia",0,mwb,0.1287001287001287,1,2006,green
13.4,Asia,"Ozernovskiy, Russia",1,mww,0.2574002574002574,1,2013,green
6.7,Asia,"Ozernovskiy, Russia",1,mww,0.1287001287001287,1,2018,green
13.2,Asia,"Padang, Indonesia",0,mwc,0.2574002574002574,1,2005,green
13.7,Asia,"Padang, Indonesia",0,mwc,0.2574002574002574,1,2007,green
13.3,Asia,"Padang, Indonesia",0,mwc,0.2574002574002574,1,2008,green
6.7,Asia,"Padang, Indonesia",0,mwc,0.1287001287001287,1,2009,green
6.7,Asia,"Padangsidempuan, Indonesia",0,mwb,0.1287001287001287,1,2005,green
6.8,Asia,"Pagan region, Northern Mariana Islands",0,mww,0.1287001287001287,1,2013,green
7.7,Asia,"Pagan region, Northern Mariana Islands",1,mww,0.1287001287001287,1,2016,green
7.1,Asia,"Palimbang, Philippines",0,mwc,0.1287001287001287,1,2005,green
7.5,Asia,"Palu, Indonesia",0,mww,0.1287001287001287,1,2018,red
6.6,Asia,"Pamanukan, Indonesia",0,mww,0.1287001287001287,1,2016,green
8,Asia,"Pangai, Tonga",0,mwc,0.1287001287001287,1,2006,green
8,Asia,"Pangai, Tonga",0,mww,0.1287001287001287,1,2006,green
6.5,Asia,"Pangai, Tonga",0,mww,0.1287001287001287,1,2021,green
7.3,Asia,"Papua, Indonesia",0,mwb,0.1287001287001287,1,2004,green
7,Asia,"Papua, Indonesia",0,mwc,0.1287001287001287,1,2010,green
7.6,Asia,"Pariaman, Indonesia",0,mwc,0.1287001287001287,1,2009,green
6.7,Asia,"Pariaman, Indonesia",0,mww,0.1287001287001287,1,2022,green
6.9,Asia,Philippine Islands region,0,mwc,0.1287001287001287,1,2008,green
6.7,Asia,"Piti Village, Guam",1,mww,0.1287001287001287,1,2014,green
6.6,Asia,"Pólis, Cyprus",0,mww,0.1287001287001287,1,2022,green
7,Asia,"Pondaguitan, Philippines",1,mww,0.1287001287001287,1,2018,green
14.1,Asia,"Pondaguitan, Philippines",2,mww,0.2574002574002574,1,2021,green
7.7,Asia,"Poronaysk, Russia",0,mww,0.1287001287001287,1,2012,green
6.6,Asia,"Poso, Indonesia",0,mww,0.1287001287001287,1,2017,green
6.5,Asia,"Pulau-Pulau Talaud, Indonesia",0,mwc,0.1287001287001287,1,2005,green
6.9,Asia,"Qamdo, China",0,mwc,0.1287001287001287,1,2010,green
7.5,Asia,"Rengasdengklok, Indonesia",0,mwc,0.1287001287001287,1,2007,green
6.5,Asia,"Reuleuet, Indonesia",0,mww,0.1287001287001287,1,2016,yellow
6.5,Asia,"Ruteng, Indonesia",0,mwc,0.1287001287001287,1,2003,green
6.7,Asia,S,0,mwc,0.1287001287001287,1,2007,green
7.2,Asia,"Sabang, Indonesia",0,mwc,0.1287001287001287,1,2004,green
7.1,Asia,"Sagbayan, Philippines",1,mww,0.1287001287001287,1,2013,orange
6.5,Asia,"San Jose Village, Northern Mariana Islands",0,mwc,0.1287001287001287,1,2002,green
6.6,Asia,"San Pedro, Philippines",1,mww,0.1287001287001287,1,2020,yellow
6.6,Asia,"Sangay, Philippines",0,mww,0.1287001287001287,1,2014,green
7.2,Asia,"Sarangani, Philippines",0,mwc,0.1287001287001287,1,2009,green
6.5,Asia,"Sarangani, Philippines",1,mww,0.1287001287001287,1,2016,green
6.6,Asia,"Saryg-Sep, Russia",0,mww,0.1287001287001287,1,2011,green
6.7,Asia,"Saryg-Sep, Russia",0,mww,0.1287001287001287,1,2012,green
7.3,Asia,"Saumlaki, Indonesia",1,mww,0.1287001287001287,1,2019,green
6.5,Asia,"Severo-Kuril’sk, Russia",1,mww,0.1287001287001287,1,2018,green
7.5,Asia,"Severo-Kuril’sk, Russia",1,mww,0.1287001287001287,1,2020,green
7.4,Asia,"Shing, Japan",0,mwb,0.1287001287001287,1,2004,green
13.8,Asia,"Shing, Japan",0,mwc,0.2574002574002574,1,2004,green
7.4,Asia,"Shizunai-furukawach, Japan",0,mwc,0.1287001287001287,1,2003,green
6.7,Asia,"Shizunai-furukawach, Japan",1,mww,0.1287001287001287,1,2016,green
6.8,Asia,"Shwebo, Myanmar",0,mww,0.1287001287001287,1,2012,green
7.4,Asia,"Sinabang, Indonesia",0,mwb,0.1287001287001287,1,2002,green
13.3,Asia,"Sinabang, Indonesia",0,mwb,0.2574002574002574,1,2005,green
7.4,Asia,"Sinabang, Indonesia",0,mwc,0.1287001287001287,1,2008,green
7.8,Asia,"Sinabang, Indonesia",0,mwc,0.1287001287001287,1,2010,green
6.7,Asia,"Sinabang, Indonesia",0,mww,0.1287001287001287,1,2021,green
7.7,Asia,"Singaparna, Indonesia",0,mwc,0.1287001287001287,1,2006,green
6.8,Asia,"Singkil, Indonesia",0,mwb,0.1287001287001287,1,2006,green
13.600000000000001,Asia,"Singkil, Indonesia",0,mwc,0.2574002574002574,1,2005,green
8.6,Asia,"Singkil, Indonesia",0,mww,0.1287001287001287,1,2005,green
6.6,Asia,"Sorong, Indonesia",0,mww,0.1287001287001287,1,2015,green
7.8,Asia,"Southern Qinghai, China",0,mwc,0.1287001287001287,1,2001,green
7.3,Asia,"Southern Qinghai, China",0,mww,0.1287001287001287,1,2021,orange
7.6,Asia,"Sulangan, Philippines",0,mww,0.1287001287001287,1,2012,green
6.5,Asia,"Sultanda, Turkey",0,mwc,0.1287001287001287,1,2002,green
9.1,Asia,Sumatra - Andaman Islands Earthquake,0,mw,0.1287001287001287,1,2004,green
7.8,Asia,"Sumatra, Indonesia",0,mww,0.1287001287001287,1,2016,green
7.9,Asia,"Sungai Penuh, Indonesia",0,mwc,0.1287001287001287,1,2007,green
13.7,Asia,"Sungai Penuh, Indonesia",0,mwc,0.2574002574002574,1,2008,green
6.6,Asia,"Sungai Penuh, Indonesia",0,mwc,0.1287001287001287,1,2009,green
7.8,Asia,"Sungai Penuh, Indonesia",0,mwc,0.1287001287001287,1,2010,green
7.8,Asia,"Sungai Penuh, Indonesia",0,mww,0.1287001287001287,1,2007,green
6.6,Asia,"Sungai Penuh, Indonesia",0,mww,0.1287001287001287,1,2016,green
7.3,Asia,"Tabiauan, Philippines",1,mww,0.1287001287001287,1,2017,green
6.9,Asia,"Tachilek, Myanmar",0,mww,0.1287001287001287,1,2011,green
6.5,Asia,"Talisay, Philippines",0,mwb,0.1287001287001287,1,2004,green
6.6,Asia,"Tateyama, Japan",0,mwc,0.1287001287001287,1,2009,green
6.6,Asia,"Taungdwingyi, Myanmar",0,mwb,0.1287001287001287,1,2003,green
7.1,Asia,"Ternate, Indonesia",0,mwc,0.1287001287001287,1,2001,green
7.5,Asia,"Ternate, Indonesia",0,mwc,0.1287001287001287,1,2007,green
13.899999999999999,Asia,"Ternate, Indonesia",2,mww,0.2574002574002574,1,2014,green
8.1,Asia,the Kuril Islands,0,mwc,0.1287001287001287,1,2007,green
7.9,Asia,"Tianpeng, China",0,mwc,0.1287001287001287,1,2008,green
20.799999999999997,Asia,"Tilichiki, Russia",0,mwc,0.3861003861003861,1,2006,green
6.9,Asia,"Tobelo, Indonesia",0,mwb,0.1287001287001287,1,2007,green
7,Asia,"Tobelo, Indonesia",0,mwc,0.1287001287001287,1,2003,green
6.6,Asia,"Tobelo, Indonesia",0,mwc,0.1287001287001287,1,2008,green
6.6,Asia,"Tobelo, Indonesia",0,mww,0.1287001287001287,1,2012,green
6.5,Asia,"Tobelo, Indonesia",1,mww,0.1287001287001287,1,2014,green
6.6,Asia,"tsuchi, Japan",0,ms,0.1287001287001287,1,2011,green
6.9,Asia,"Tual, Indonesia",0,mwc,0.1287001287001287,1,2009,green
6.6,Asia,"Tual, Indonesia",0,mww,0.1287001287001287,1,2012,green
6.7,Asia,"Turt, Mongolia",0,mww,0.1287001287001287,1,2021,green
6.6,Asia,"Ust’-Kamchatsk Staryy, Russia",1,mww,0.1287001287001287,1,2017,yellow
7.3,Asia,"Ust’-Kamchatsk Staryy, Russia",1,mww,0.1287001287001287,1,2018,green
6.6,Asia,"Ust’-Kamchatsk Staryy, Russia",1,mww,0.1287001287001287,1,2021,green
7.1,Asia,"Van, Turkey",0,mww,0.1287001287001287,1,2011,green
7.1,Asia,"yama, Japan",0,mwc,0.1287001287001287,1,2009,green
6.7,Asia,"Yonakuni, Japan",0,mwb,0.1287001287001287,1,2004,green
6.8,Asia,"Yonakuni, Japan",0,mwc,0.1287001287001287,1,2001,green
6.8,Asia,"Yujing, Taiwan",0,mwb,0.1287001287001287,1,2003,green
6.9,Asia,"Yujing, Taiwan",1,mww,0.1287001287001287,1,2022,yellow
